Class	ComplexID	E1	E1E2	E2	complexName
1	2570	O43513	O43513Q9BUE0	Q9BUE0	Mediator complex
1	2570	O43513	O43513Q9H944	Q9H944	Mediator complex
1	2570	O43513	O43513Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O43513	O43513Q9NVC6	Q9NVC6	Mediator complex
1	2570	O43513	O43513Q9NX70	Q9NX70	Mediator complex
1	2570	O43513	O43513Q9P086	Q9P086	Mediator complex
1	2570	O43513	O43513Q9UHV7	Q9UHV7	Mediator complex
1	2570	O43513	O43513Q9ULK4	Q9ULK4	Mediator complex
1	2570	O43513	O43513Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O43513	O43513Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	O60244	O60244O60313	O60313	Mediator complex
1	2570	O60244	O60244O75448	O75448	Mediator complex
1	2570	O60244	O60244O75586	O75586	Mediator complex
1	2570	O60244	O60244O95402	O95402	Mediator complex
1	2570	O60244	O60244Q13503	Q13503	Mediator complex
1	2570	O60244	O60244Q15528	Q15528	Mediator complex
1	2570	O60244	O60244Q15648	Q15648	Mediator complex
1	2570	O60244	O60244Q6P2C8	Q6P2C8	Mediator complex
1	2570	O60244	O60244Q71F56	Q71F56	Mediator complex
1	2570	O60244	O60244Q71SY5	Q71SY5	Mediator complex
1	2570	O60244	O60244Q96G25	Q96G25	Mediator complex
1	2570	O60244	O60244Q96HR3	Q96HR3	Mediator complex
1	2570	O60244	O60244Q96RN5	Q96RN5	Mediator complex
1	2570	O60244	O60244Q9BTT4	Q9BTT4	Mediator complex
1	2570	O60244	O60244Q9BUE0	Q9BUE0	Mediator complex
1	2570	O60244	O60244Q9H944	Q9H944	Mediator complex
1	2570	O60244	O60244Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O60244	O60244Q9NVC6	Q9NVC6	Mediator complex
1	2570	O60244	O60244Q9NX70	Q9NX70	Mediator complex
1	2570	O60244	O60244Q9P086	Q9P086	Mediator complex
1	2570	O60244	O60244Q9UHV7	Q9UHV7	Mediator complex
1	2570	O60244	O60244Q9ULK4	Q9ULK4	Mediator complex
1	2570	O60244	O60244Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O60244	O60244Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	O60313	O60313O75448	O75448	Mediator complex
1	2570	O60313	O60313O75586	O75586	Mediator complex
1	2570	O60313	O60313O95402	O95402	Mediator complex
1	2570	O60313	O60313Q13503	Q13503	Mediator complex
1	2570	O60313	O60313Q15528	Q15528	Mediator complex
1	2570	O60313	O60313Q15648	Q15648	Mediator complex
1	2570	O60313	O60313Q6P2C8	Q6P2C8	Mediator complex
1	2570	O60313	O60313Q71F56	Q71F56	Mediator complex
1	2570	O60313	O60313Q71SY5	Q71SY5	Mediator complex
1	2570	O60313	O60313Q96G25	Q96G25	Mediator complex
1	2570	O60313	O60313Q96HR3	Q96HR3	Mediator complex
1	2570	O60313	O60313Q96RN5	Q96RN5	Mediator complex
1	2570	O60313	O60313Q9BTT4	Q9BTT4	Mediator complex
1	2570	O60313	O60313Q9BUE0	Q9BUE0	Mediator complex
1	2570	O60313	O60313Q9H944	Q9H944	Mediator complex
1	2570	O60313	O60313Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O60313	O60313Q9NVC6	Q9NVC6	Mediator complex
1	2570	O60313	O60313Q9NX70	Q9NX70	Mediator complex
1	2570	O60313	O60313Q9P086	Q9P086	Mediator complex
1	2570	O60313	O60313Q9UHV7	Q9UHV7	Mediator complex
1	2570	O60313	O60313Q9ULK4	Q9ULK4	Mediator complex
1	2570	O60313	O60313Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O60313	O60313Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	O75448	O75448O75586	O75586	Mediator complex
1	2570	O75448	O75448O95402	O95402	Mediator complex
1	2570	O75448	O75448Q13503	Q13503	Mediator complex
1	2570	O75448	O75448Q15528	Q15528	Mediator complex
1	2570	O75448	O75448Q15648	Q15648	Mediator complex
1	2570	O75448	O75448Q6P2C8	Q6P2C8	Mediator complex
1	2570	O75448	O75448Q71F56	Q71F56	Mediator complex
1	2570	O75448	O75448Q71SY5	Q71SY5	Mediator complex
1	2570	O75448	O75448Q96G25	Q96G25	Mediator complex
1	2570	O75448	O75448Q96HR3	Q96HR3	Mediator complex
1	2570	O75448	O75448Q96RN5	Q96RN5	Mediator complex
1	2570	O75448	O75448Q9BTT4	Q9BTT4	Mediator complex
1	2570	O75448	O75448Q9BUE0	Q9BUE0	Mediator complex
1	2570	O75448	O75448Q9H944	Q9H944	Mediator complex
1	2570	O75448	O75448Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O75448	O75448Q9NVC6	Q9NVC6	Mediator complex
1	2570	O75448	O75448Q9NX70	Q9NX70	Mediator complex
1	2570	O75448	O75448Q9P086	Q9P086	Mediator complex
1	2570	O75448	O75448Q9UHV7	Q9UHV7	Mediator complex
1	2570	O75448	O75448Q9ULK4	Q9ULK4	Mediator complex
1	2570	O75448	O75448Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O75448	O75448Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	O75586	O75586O95402	O95402	Mediator complex
1	2570	O75586	O75586Q13503	Q13503	Mediator complex
1	2570	O75586	O75586Q15528	Q15528	Mediator complex
1	2570	O75586	O75586Q15648	Q15648	Mediator complex
1	2570	O75586	O75586Q6P2C8	Q6P2C8	Mediator complex
1	2570	O75586	O75586Q71F56	Q71F56	Mediator complex
1	2570	O75586	O75586Q71SY5	Q71SY5	Mediator complex
1	2570	O75586	O75586Q96G25	Q96G25	Mediator complex
1	2570	O75586	O75586Q96HR3	Q96HR3	Mediator complex
1	2570	O75586	O75586Q96RN5	Q96RN5	Mediator complex
1	2570	O75586	O75586Q9BTT4	Q9BTT4	Mediator complex
1	2570	O75586	O75586Q9BUE0	Q9BUE0	Mediator complex
1	2570	O75586	O75586Q9H944	Q9H944	Mediator complex
1	2570	O75586	O75586Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O75586	O75586Q9NVC6	Q9NVC6	Mediator complex
1	2570	O75586	O75586Q9NX70	Q9NX70	Mediator complex
1	2570	O75586	O75586Q9P086	Q9P086	Mediator complex
1	2570	O75586	O75586Q9UHV7	Q9UHV7	Mediator complex
1	2570	O75586	O75586Q9ULK4	Q9ULK4	Mediator complex
1	2570	O75586	O75586Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O75586	O75586Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	O95402	O95402Q13503	Q13503	Mediator complex
1	2570	O95402	O95402Q15528	Q15528	Mediator complex
1	2570	O95402	O95402Q15648	Q15648	Mediator complex
1	2570	O95402	O95402Q6P2C8	Q6P2C8	Mediator complex
1	2570	O95402	O95402Q71F56	Q71F56	Mediator complex
1	2570	O95402	O95402Q71SY5	Q71SY5	Mediator complex
1	2570	O95402	O95402Q96G25	Q96G25	Mediator complex
1	2570	O95402	O95402Q96HR3	Q96HR3	Mediator complex
1	2570	O95402	O95402Q96RN5	Q96RN5	Mediator complex
1	2570	O95402	O95402Q9BTT4	Q9BTT4	Mediator complex
1	2570	O95402	O95402Q9BUE0	Q9BUE0	Mediator complex
1	2570	O95402	O95402Q9H944	Q9H944	Mediator complex
1	2570	O95402	O95402Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	O95402	O95402Q9NVC6	Q9NVC6	Mediator complex
1	2570	O95402	O95402Q9NX70	Q9NX70	Mediator complex
1	2570	O95402	O95402Q9P086	Q9P086	Mediator complex
1	2570	O95402	O95402Q9UHV7	Q9UHV7	Mediator complex
1	2570	O95402	O95402Q9ULK4	Q9ULK4	Mediator complex
1	2570	O95402	O95402Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	O95402	O95402Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q13503	Q13503Q15528	Q15528	Mediator complex
1	2570	Q13503	Q13503Q15648	Q15648	Mediator complex
1	2570	Q13503	Q13503Q6P2C8	Q6P2C8	Mediator complex
1	2570	Q13503	Q13503Q71F56	Q71F56	Mediator complex
1	2570	Q13503	Q13503Q71SY5	Q71SY5	Mediator complex
1	2570	Q13503	Q13503Q96G25	Q96G25	Mediator complex
1	2570	Q13503	Q13503Q96HR3	Q96HR3	Mediator complex
1	2570	Q13503	Q13503Q96RN5	Q96RN5	Mediator complex
1	2570	Q13503	Q13503Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q13503	Q13503Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q13503	Q13503Q9H944	Q9H944	Mediator complex
1	2570	Q13503	Q13503Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q13503	Q13503Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q13503	Q13503Q9NX70	Q9NX70	Mediator complex
1	2570	Q13503	Q13503Q9P086	Q9P086	Mediator complex
1	2570	Q13503	Q13503Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q13503	Q13503Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q13503	Q13503Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q13503	Q13503Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q15528	Q15528Q15648	Q15648	Mediator complex
1	2570	Q15528	Q15528Q6P2C8	Q6P2C8	Mediator complex
1	2570	Q15528	Q15528Q71F56	Q71F56	Mediator complex
1	2570	Q15528	Q15528Q71SY5	Q71SY5	Mediator complex
1	2570	Q15528	Q15528Q96G25	Q96G25	Mediator complex
1	2570	Q15528	Q15528Q96HR3	Q96HR3	Mediator complex
1	2570	Q15528	Q15528Q96RN5	Q96RN5	Mediator complex
1	2570	Q15528	Q15528Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q15528	Q15528Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q15528	Q15528Q9H944	Q9H944	Mediator complex
1	2570	Q15528	Q15528Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q15528	Q15528Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q15528	Q15528Q9NX70	Q9NX70	Mediator complex
1	2570	Q15528	Q15528Q9P086	Q9P086	Mediator complex
1	2570	Q15528	Q15528Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q15528	Q15528Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q15528	Q15528Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q15528	Q15528Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q15648	Q15648Q6P2C8	Q6P2C8	Mediator complex
1	2570	Q15648	Q15648Q71F56	Q71F56	Mediator complex
1	2570	Q15648	Q15648Q71SY5	Q71SY5	Mediator complex
1	2570	Q15648	Q15648Q96G25	Q96G25	Mediator complex
1	2570	Q15648	Q15648Q96HR3	Q96HR3	Mediator complex
1	2570	Q15648	Q15648Q96RN5	Q96RN5	Mediator complex
1	2570	Q15648	Q15648Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q15648	Q15648Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q15648	Q15648Q9H944	Q9H944	Mediator complex
1	2570	Q15648	Q15648Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q15648	Q15648Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q15648	Q15648Q9NX70	Q9NX70	Mediator complex
1	2570	Q15648	Q15648Q9P086	Q9P086	Mediator complex
1	2570	Q15648	Q15648Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q15648	Q15648Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q15648	Q15648Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q15648	Q15648Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q71F56	Q71F56	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q71SY5	Q71SY5	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q96G25	Q96G25	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q96HR3	Q96HR3	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q96RN5	Q96RN5	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9H944	Q9H944	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9NX70	Q9NX70	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9P086	Q9P086	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q6P2C8	Q6P2C8Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q71F56	Q71F56Q71SY5	Q71SY5	Mediator complex
1	2570	Q71F56	Q71F56Q96G25	Q96G25	Mediator complex
1	2570	Q71F56	Q71F56Q96HR3	Q96HR3	Mediator complex
1	2570	Q71F56	Q71F56Q96RN5	Q96RN5	Mediator complex
1	2570	Q71F56	Q71F56Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q71F56	Q71F56Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q71F56	Q71F56Q9H944	Q9H944	Mediator complex
1	2570	Q71F56	Q71F56Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q71F56	Q71F56Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q71F56	Q71F56Q9NX70	Q9NX70	Mediator complex
1	2570	Q71F56	Q71F56Q9P086	Q9P086	Mediator complex
1	2570	Q71F56	Q71F56Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q71F56	Q71F56Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q71F56	Q71F56Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q71F56	Q71F56Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q71SY5	Q71SY5Q96G25	Q96G25	Mediator complex
1	2570	Q71SY5	Q71SY5Q96HR3	Q96HR3	Mediator complex
1	2570	Q71SY5	Q71SY5Q96RN5	Q96RN5	Mediator complex
1	2570	Q71SY5	Q71SY5Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q71SY5	Q71SY5Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q71SY5	Q71SY5Q9H944	Q9H944	Mediator complex
1	2570	Q71SY5	Q71SY5Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q71SY5	Q71SY5Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q71SY5	Q71SY5Q9NX70	Q9NX70	Mediator complex
1	2570	Q71SY5	Q71SY5Q9P086	Q9P086	Mediator complex
1	2570	Q71SY5	Q71SY5Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q71SY5	Q71SY5Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q71SY5	Q71SY5Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q71SY5	Q71SY5Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q96G25	Q96G25Q96HR3	Q96HR3	Mediator complex
1	2570	Q96G25	Q96G25Q96RN5	Q96RN5	Mediator complex
1	2570	Q96G25	Q96G25Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q96G25	Q96G25Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q96G25	Q96G25Q9H944	Q9H944	Mediator complex
1	2570	Q96G25	Q96G25Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q96G25	Q96G25Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q96G25	Q96G25Q9NX70	Q9NX70	Mediator complex
1	2570	Q96G25	Q96G25Q9P086	Q9P086	Mediator complex
1	2570	Q96G25	Q96G25Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q96G25	Q96G25Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q96G25	Q96G25Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q96G25	Q96G25Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q96HR3	Q96HR3Q96RN5	Q96RN5	Mediator complex
1	2570	Q96HR3	Q96HR3Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q96HR3	Q96HR3Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q96HR3	Q96HR3Q9H944	Q9H944	Mediator complex
1	2570	Q96HR3	Q96HR3Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q96HR3	Q96HR3Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q96HR3	Q96HR3Q9NX70	Q9NX70	Mediator complex
1	2570	Q96HR3	Q96HR3Q9P086	Q9P086	Mediator complex
1	2570	Q96HR3	Q96HR3Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q96HR3	Q96HR3Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q96HR3	Q96HR3Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q96HR3	Q96HR3Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q96RN5	Q96RN5Q9BTT4	Q9BTT4	Mediator complex
1	2570	Q96RN5	Q96RN5Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q96RN5	Q96RN5Q9H944	Q9H944	Mediator complex
1	2570	Q96RN5	Q96RN5Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q96RN5	Q96RN5Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q96RN5	Q96RN5Q9NX70	Q9NX70	Mediator complex
1	2570	Q96RN5	Q96RN5Q9P086	Q9P086	Mediator complex
1	2570	Q96RN5	Q96RN5Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q96RN5	Q96RN5Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q96RN5	Q96RN5Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q96RN5	Q96RN5Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9BUE0	Q9BUE0	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9H944	Q9H944	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9NX70	Q9NX70	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9P086	Q9P086	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9BTT4	Q9BTT4Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9H944	Q9H944	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9NX70	Q9NX70	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9P086	Q9P086	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9BUE0	Q9BUE0Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9H944	Q9H944Q9NPJ6	Q9NPJ6	Mediator complex
1	2570	Q9H944	Q9H944Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q9H944	Q9H944Q9NX70	Q9NX70	Mediator complex
1	2570	Q9H944	Q9H944Q9P086	Q9P086	Mediator complex
1	2570	Q9H944	Q9H944Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9H944	Q9H944Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9H944	Q9H944Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9H944	Q9H944Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9NVC6	Q9NVC6	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9NX70	Q9NX70	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9P086	Q9P086	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9NPJ6	Q9NPJ6Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9NX70	Q9NX70	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9P086	Q9P086	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9NVC6	Q9NVC6Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9NX70	Q9NX70Q9P086	Q9P086	Mediator complex
1	2570	Q9NX70	Q9NX70Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9NX70	Q9NX70Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9NX70	Q9NX70Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9NX70	Q9NX70Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9P086	Q9P086Q9UHV7	Q9UHV7	Mediator complex
1	2570	Q9P086	Q9P086Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9P086	Q9P086Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9P086	Q9P086Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9UHV7	Q9UHV7Q9ULK4	Q9ULK4	Mediator complex
1	2570	Q9UHV7	Q9UHV7Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9UHV7	Q9UHV7Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9ULK4	Q9ULK4Q9Y2X0	Q9Y2X0	Mediator complex
1	2570	Q9ULK4	Q9ULK4Q9Y3C7	Q9Y3C7	Mediator complex
1	2570	Q9Y2X0	Q9Y2X0Q9Y3C7	Q9Y3C7	Mediator complex
1	2571	Q9BUE0	Q9BUE0Q9H944	Q9H944	MED18-MED20-MED29 mediator subcomplex
1	2571	Q9BUE0	Q9BUE0Q9NX70	Q9NX70	MED18-MED20-MED29 mediator subcomplex
1	2571	Q9H944	Q9H944Q9NX70	Q9NX70	MED18-MED20-MED29 mediator subcomplex
1	2574	P19838	P19838Q04206	Q04206	p50-p65 NF(kappa)B complex
1	2575	P19838	P19838Q04206	Q04206	p50-p65 NF(kappa)B-SRC1 complex
1	2575	P19838	P19838Q15788	Q15788	p50-p65 NF(kappa)B-SRC1 complex
1	2575	Q04206	Q04206Q15788	Q15788	p50-p65 NF(kappa)B-SRC1 complex
1	2576	P19838	P19838P25963	P25963	IKBA-p50-p65 Nf(kappa)B complex
1	2576	P19838	P19838Q04206	Q04206	IKBA-p50-p65 Nf(kappa)B complex
1	2576	P25963	P25963Q04206	Q04206	IKBA-p50-p65 Nf(kappa)B complex
1	2577	O00221	O00221Q04206	Q04206	IKB(epsilon)-RELA-cREL complex
1	2577	O00221	O00221Q04864	Q04864	IKB(epsilon)-RELA-cREL complex
1	2577	Q04206	Q04206Q04864	Q04864	IKB(epsilon)-RELA-cREL complex
1	2578	Q04206	Q04206Q04864	Q04864	IKB(beta)-RELA-cREL complex
1	2578	Q04206	Q04206Q15653	Q15653	IKB(beta)-RELA-cREL complex
1	2578	Q04864	Q04864Q15653	Q15653	IKB(beta)-RELA-cREL complex
1	2579	P25963	P25963Q04206	Q04206	IKB(alpha)-RELA-cREL complex
1	2579	P25963	P25963Q04864	Q04864	IKB(alpha)-RELA-cREL complex
1	2579	Q04206	Q04206Q04864	Q04864	IKB(alpha)-RELA-cREL complex
1	2580	P25445	P25445Q13158	Q13158	DISC complex (FAS, FADD, CASP8)
1	2580	P25445	P25445Q14790	Q14790	DISC complex (FAS, FADD, CASP8)
1	2580	Q13158	Q13158Q14790	Q14790	DISC complex (FAS, FADD, CASP8)
1	2581	P25963	P25963Q04206	Q04206	MURR1-NF(kappa)Bp65-IKBA complex
1	2581	P25963	P25963Q8N668	Q8N668	MURR1-NF(kappa)Bp65-IKBA complex
1	2581	Q04206	Q04206Q8N668	Q8N668	MURR1-NF(kappa)Bp65-IKBA complex
1	2582	P19838	P19838P25963	P25963	IKBA-p50-p65 Nf(kappa)B complex
1	2582	P19838	P19838Q04206	Q04206	IKBA-p50-p65 Nf(kappa)B complex
1	2582	P25963	P25963Q04206	Q04206	IKBA-p50-p65 Nf(kappa)B complex
1	2584	O76071	O76071Q96T76	Q96T76	CIA targeting (MIP18, CIAO1, MMS19) complex
1	2584	O76071	O76071Q9Y3D0	Q9Y3D0	CIA targeting (MIP18, CIAO1, MMS19) complex
1	2584	Q96T76	Q96T76Q9Y3D0	Q9Y3D0	CIA targeting (MIP18, CIAO1, MMS19) complex
1	2586	Q13418	Q13418Q15052	Q15052	ILK-PARVB-ARHGEF6 complex
1	2586	Q13418	Q13418Q9HBI1	Q9HBI1	ILK-PARVB-ARHGEF6 complex
1	2586	Q15052	Q15052Q9HBI1	Q9HBI1	ILK-PARVB-ARHGEF6 complex
1	2587	Q15052	Q15052Q9HBI1	Q9HBI1	PARVB-ARHGEF6 complex
1	2590	O75530	O75530P25490	P25490	EED-EZH-YY1 polycomb complex
1	2590	O75530	O75530Q15910	Q15910	EED-EZH-YY1 polycomb complex
1	2590	P25490	P25490Q15910	Q15910	EED-EZH-YY1 polycomb complex
1	2592	O00257	O00257P35226	P35226	RING1-Polycomb repressive complex
1	2592	O00257	O00257P78364	P78364	RING1-Polycomb repressive complex
1	2592	O00257	O00257Q06587	Q06587	RING1-Polycomb repressive complex
1	2592	P35226	P35226P78364	P78364	RING1-Polycomb repressive complex
1	2592	P35226	P35226Q06587	Q06587	RING1-Polycomb repressive complex
1	2592	P78364	P78364Q06587	Q06587	RING1-Polycomb repressive complex
1	2593	P35226	P35226P78364	P78364	BMI1-HPH1-HPH2 complex
1	2593	P35226	P35226Q8IXK0	Q8IXK0	BMI1-HPH1-HPH2 complex
1	2593	P78364	P78364Q8IXK0	Q8IXK0	BMI1-HPH1-HPH2 complex
1	2594	O75530	O75530Q15910	Q15910	EED-EZH polycomb complex
1	2596	P10415	P10415P62158	P62158	CALM1-FKBP38-BCL2 complex
1	2596	P10415	P10415Q14318	Q14318	CALM1-FKBP38-BCL2 complex
1	2596	P62158	P62158Q14318	Q14318	CALM1-FKBP38-BCL2 complex
1	2598	Q12933	Q12933Q13490	Q13490	TRAF2-cIAP1/BIRC2 complex
1	2600	P19438	P19438Q12933	Q12933	Tumor necrosis factor receptor 1 signaling complex
1	2600	P19438	P19438Q13490	Q13490	Tumor necrosis factor receptor 1 signaling complex
1	2600	P19438	P19438Q15628	Q15628	Tumor necrosis factor receptor 1 signaling complex
1	2600	Q12933	Q12933Q13490	Q13490	Tumor necrosis factor receptor 1 signaling complex
1	2600	Q12933	Q12933Q15628	Q15628	Tumor necrosis factor receptor 1 signaling complex
1	2600	Q13490	Q13490Q15628	Q15628	Tumor necrosis factor receptor 1 signaling complex
